chr2L	18934	19961	l(2)gl-RK	0	-	11309	17136	0	9	1506,443,643,106,1192,779,160,141,311,	0,1940,2447,3681,3844,5094,7214,10041,11227,
chr2L	18934	19961	l(2)gl-RF	0	-	11214	15648	0	10	1506,109,443,643,106,1192,779,141,135,28,	0,1571,1940,2447,3681,3844,5094,10041,11227,11510,
chr2L	18934	19961	l(2)gl-RB	0	-	11214	19944	0	9	1506,109,443,643,106,1192,779,136,241,	0,1571,1940,2447,3681,3844,5094,10046,11297,
chr2L	18934	19961	l(2)gl-RE	0	-	11214	15648	0	9	1506,109,443,643,106,1192,779,136,311,	0,1571,1940,2447,3681,3844,5094,10041,11227,
chr2L	18934	19961	l(2)gl-RG	0	-	11214	17136	0	10	1506,109,443,643,106,1192,779,160,136,241,	0,1571,1940,2447,3681,3844,5094,7214,10041,11297,
chr2L	18934	19961	l(2)gl-RH	0	-	11214	17136	0	9	1506,109,443,643,106,1192,779,160,241,	0,1571,1940,2447,3681,3844,5094,7214,11297,
chr2L	18934	19961	l(2)gl-RI	0	-	11214	17136	0	10	1506,109,443,643,106,1192,779,160,141,311,	0,1571,1940,2447,3681,3844,5094,7214,10041,11227,
chr2L	18934	19961	l(2)gl-RJ	0	-	11214	17136	0	11	1506,109,443,643,106,1192,779,160,136,143,311,	0,1571,1940,2447,3681,3844,5094,7214,10041,10992,11227,
chr2L	18934	19961	l(2)gl-RD	0	-	11214	15648	0	9	1506,109,443,643,106,1192,779,141,311,	0,1571,1940,2447,3681,3844,5094,10041,11227,
chr2L	21822	24183	Ir21a-RB	0	-	21918	25151	0	5	865,193,880,282,409,	0,920,1171,2106,2924,
chr2L	24498	25155	Ir21a-RB	0	-	21918	25151	0	5	865,193,880,282,409,	0,920,1171,2106,2924,
chr2L	25401	25761	Cda5-RF	0	-	26520	58150	0	11	1287,199,438,226,194,87,2553,197,557,102,310,	0,1364,1651,2613,3331,3580,10344,13133,13899,32679,33557,
chr2L	26126	27496	Cda5-RF	0	-	26520	58150	0	11	1287,199,438,226,194,87,2553,197,557,102,310,	0,1364,1651,2613,3331,3580,10344,13133,13899,32679,33557,
chr2L	27801	29386	Cda5-RF	0	-	26520	58150	0	11	1287,199,438,226,194,87,2553,197,557,102,310,	0,1364,1651,2613,3331,3580,10344,13133,13899,32679,33557,
chr2L	37185	38290	Cda5-RF	0	-	26520	58150	0	11	1287,199,438,226,194,87,2553,197,557,102,310,	0,1364,1651,2613,3331,3580,10344,13133,13899,32679,33557,
chr2L	29859	34784	Cda5-RF	0	-	26520	58150	0	11	1287,199,438,226,194,87,2553,197,557,102,310,	0,1364,1651,2613,3331,3580,10344,13133,13899,32679,33557,
chr2L	25401	25761	Cda5-RA	0	-	26520	58150	0	13	1287,199,438,226,194,87,444,47,493,197,557,102,79,	0,1364,1651,2613,3331,3580,8443,9156,9318,13133,13899,32679,33788,
chr2L	26126	27496	Cda5-RA	0	-	26520	58150	0	13	1287,199,438,226,194,87,444,47,493,197,557,102,79,	0,1364,1651,2613,3331,3580,8443,9156,9318,13133,13899,32679,33788,
chr2L	27801	29386	Cda5-RA	0	-	26520	58150	0	13	1287,199,438,226,194,87,444,47,493,197,557,102,79,	0,1364,1651,2613,3331,3580,8443,9156,9318,13133,13899,32679,33788,
chr2L	37185	38290	Cda5-RA	0	-	26520	58150	0	13	1287,199,438,226,194,87,444,47,493,197,557,102,79,	0,1364,1651,2613,3331,3580,8443,9156,9318,13133,13899,32679,33788,
chr2L	29859	34784	Cda5-RA	0	-	26520	58150	0	13	1287,199,438,226,194,87,444,47,493,197,557,102,79,	0,1364,1651,2613,3331,3580,8443,9156,9318,13133,13899,32679,33788,
chr2L	25401	25761	Cda5-RG	0	-	26520	58150	0	14	1287,199,438,226,194,87,444,47,193,2553,197,557,102,59,	0,1364,1651,2613,3331,3580,8443,9156,9318,10344,13133,13899,32679,39944,
chr2L	26126	27496	Cda5-RG	0	-	26520	58150	0	14	1287,199,438,226,194,87,444,47,193,2553,197,557,102,59,	0,1364,1651,2613,3331,3580,8443,9156,9318,10344,13133,13899,32679,39944,
chr2L	27801	29386	Cda5-RG	0	-	26520	58150	0	14	1287,199,438,226,194,87,444,47,193,2553,197,557,102,59,	0,1364,1651,2613,3331,3580,8443,9156,9318,10344,13133,13899,32679,39944,
chr2L	37185	38290	Cda5-RG	0	-	26520	58150	0	14	1287,199,438,226,194,87,444,47,193,2553,197,557,102,59,	0,1364,1651,2613,3331,3580,8443,9156,9318,10344,13133,13899,32679,39944,
chr2L	29859	34784	Cda5-RG	0	-	26520	58150	0	14	1287,199,438,226,194,87,444,47,193,2553,197,557,102,59,	0,1364,1651,2613,3331,3580,8443,9156,9318,10344,13133,13899,32679,39944,
chr2L	25401	25761	Cda5-RB	0	-	26520	58150	0	14	1287,199,438,226,194,87,2877,444,47,493,197,557,102,79,	0,1364,1651,2613,3331,3580,4992,8443,9156,9318,13133,13899,32679,33788,
chr2L	26126	27496	Cda5-RB	0	-	26520	58150	0	14	1287,199,438,226,194,87,2877,444,47,493,197,557,102,79,	0,1364,1651,2613,3331,3580,4992,8443,9156,9318,13133,13899,32679,33788,
chr2L	27801	29386	Cda5-RB	0	-	26520	58150	0	14	1287,199,438,226,194,87,2877,444,47,493,197,557,102,79,	0,1364,1651,2613,3331,3580,4992,8443,9156,9318,13133,13899,32679,33788,
chr2L	37185	38290	Cda5-RB	0	-	26520	58150	0	14	1287,199,438,226,194,87,2877,444,47,493,197,557,102,79,	0,1364,1651,2613,3331,3580,4992,8443,9156,9318,13133,13899,32679,33788,
chr2L	29859	34784	Cda5-RB	0	-	26520	58150	0	14	1287,199,438,226,194,87,2877,444,47,493,197,557,102,79,	0,1364,1651,2613,3331,3580,4992,8443,9156,9318,13133,13899,32679,33788,
chr2L	25401	25761	Cda5-RE	0	-	26520	58150	0	13	1287,199,438,229,194,87,444,47,493,197,557,96,79,	0,1364,1651,3009,3331,3580,8443,9156,9318,13133,13899,32679,33788,
chr2L	26126	27496	Cda5-RE	0	-	26520	58150	0	13	1287,199,438,229,194,87,444,47,493,197,557,96,79,	0,1364,1651,3009,3331,3580,8443,9156,9318,13133,13899,32679,33788,
chr2L	27801	29386	Cda5-RE	0	-	26520	58150	0	13	1287,199,438,229,194,87,444,47,493,197,557,96,79,	0,1364,1651,3009,3331,3580,8443,9156,9318,13133,13899,32679,33788,
chr2L	37185	38290	Cda5-RE	0	-	26520	58150	0	13	1287,199,438,229,194,87,444,47,493,197,557,96,79,	0,1364,1651,3009,3331,3580,8443,9156,9318,13133,13899,32679,33788,
chr2L	29859	34784	Cda5-RE	0	-	26520	58150	0	13	1287,199,438,229,194,87,444,47,493,197,557,96,79,	0,1364,1651,3009,3331,3580,8443,9156,9318,13133,13899,32679,33788,
chr2L	25401	25761	Cda5-RH	0	-	26520	58150	0	12	1287,199,438,226,194,87,47,493,197,557,113,79,	0,1364,1651,2613,3331,3580,9156,9318,13133,13899,32679,33788,
